0.3882687781,Apr-2020
0.04228397048,Apr-2021
0.04683855451,Apr-2022
0.01134178389,Aug-2020
0.0366110145,Aug-2021
0.08977218903,Aug-2022
0.06630815523,Dec-2020
0.171613829,Dec-2021
0.06792578563,Feb-2021
0.02378839182,Feb-2022
0.08488626505,Jan-2021
0.1955725001,Jan-2022
0.01534285741,Jul-2020
0.02164139328,Jul-2021
0.1389572515,Jul-2022
0.0208508595,Jun-2020
0.006125286662,Jun-2021
0.08689269448,Jun-2022
0.5713948608,Mar-2020
0.05967287628,Mar-2021
0.01736029345,Mar-2022
0.08551293421,May-2020
0.01400896294,May-2021
0.07980622446,May-2022
0.03489116372,Nov-2020
0.02037756127,Nov-2021
0.1087098516,Nov-2022
0.01702648023,Oct-2020
0.01631371559,Oct-2021
0.08669100418,Oct-2022
0.01284619814,Sep-2020
0.02549346879,Sep-2021
0.0829489775,Sep-2022
